index	dev_index	question1	cues	question2	cues	judgment	is_important	
298	34768	What is genuine windows?		What is the thing you may not know about dogs?	not [6]	0	No
299	9181	If all objects which has mass exert gravitational force on another object then why we don't see objects on earth moving towards each other?	n't [16]	How is the mass of an object affected by a gravitational field?		0	No
300	11649	How West Indies got its name?		How would the West Indies Federation have fared as a single nation had it not disbanded into the multiple tiny island states that exist today?	not [14]	0	No
301	2348	Which are some kickass CV/ resume you have ever seen?		I've been having casual sex with this guy for 5 months. Last night after sex he told me he felt heartless after sex. What does this mean?	heartless [22]	0	No
302	18657	Why can't we create security that keeps hackers out?	n't [2]	How does one become a hacker?		0	No
303	11989	What causes Netflix to not play on a Mac? How do you fix this?	not [4]	How can I block Netflix from my Mac?		0	No
304	34020	What should I major in (College) that won't leave me unemployed (other than Engineering, Law, Medicine)?	n't [10] | unemployed [13]	What should I do in a Group discussion when others keep fighting and won't let me talk even after I ask them to let me?	n't [14]	0	No
305	2619	What is advertisement's role in promotional mix?		What are some not so famous blogs that will promote/advertise your product?	not [3]	0	No
306	27945	Is there some painless way to suicide?	painless [3]	What are the best methods for suicide?		1	No
307	25137	What methods did you use to skip school?		20s (age): What tips or methods have you used for trying to achieve your goals but that didn't work (or work as well as you hoped)?	n't [21]	0	No
308	397	If you're smiling, does that mean you're not hurting?	not [10]	She said we're moving too quickly. What does that mean? What should I do?		0	No
309	23810	I didn't cheat on my boyfriend but I almost did, should I tell him?	n't [2]	I cheated on my boyfriend, how do I tell him?		0	No
310	39225	What would life be like without the internet?		What would life be like without the world wide web?	without [5]	1	No
311	27761	While booking a ticket on IRCTC, should I check ""Consider for Auto Upgradation"" or not?		Can I get refund for Tatkal e-ticket because train is late more than 3 hours and I am not able to travel? Should I cancel the train or file the TDR?	not [20]	0	No
312	18503	What do I do when someone asks to start a streak on snapchat?		If you send someone snaps, but they don't reply or open them, will the streak stay alive?	n't [9]	0	No
313	38977	If Trump can't be trusted with a Twitter account, how can he trusted to lead our country?	n't [3]	I want to settle down with my boyfriend but I feel his lack of ambition and his financial problems will cause trouble down the line. What should I do?		0	No
314	12741	What is the one thing you regret not doing?	not [7]	What is the thing you most regret doing?		0	Yes
315	1319	How do you get rid of the voice in your head when you read, and does it not hinder your efficiency in understanding?	not [18]	How do I get rid of a song that continuously plays in my head?		0	No
316	40069	How did Hinduism become a religion without a beginning?	without [6]	When did Hinduism become a religion from a philosophy?		1	No
317	28719	What does it mean when a girl says ""Aww, thats cute"" after you told her she was perfect?		Is a girl being mean when she says that I didn't interest her much?	n't [11]	0	No
318	35491	How can Britain become a superpower again without an empire?	without [7]	Is Britain still an empire?		0	No
319	15545	Why isn't Hillary Clinton in jail?	n't [2]	Could Hillary Clinton actually go to jail?		1	No
320	22731	At the last breath of your life, what will you be saying to yourself?		At the last breath of your life, what will you be saying to yourself: yes or no?	no [18]	0	No
321	34502	Do people in developing countries ever experience ""first world"" problems?		Why is China not a first world country?	not [3]	0	No
322	37157	How do I get tickets for The Kapil Sharma Show ?		Why is Shreya Ghoshal not invited to The Kapil Sharma Show?	not [4]	0	No
323	33078	Should people vote for Hillary Clinton just because she's a woman?		Why do some voters intend to vote for Hillary Clinton mainly because she is a woman? What ever happened to ""Don't judge someone just by their gender""?	n't [25]	1	No
324	7881	Why can't I follow a question on Quora anonymously?	n't [2]	Why can't you anonymously follow a question on Quora?		1	No
325	10197	What is the difference between an illiterate and uneducated person? Can a person be literate but uneducated?	uneducated [8] | uneducated [17]	What is the difference between illiterate and uneducated?	uneducated [7]	0	No
326	15414	Which are the best places to make out with your girlfriend in Jaipur?		any place in india where people won't mind you kissing your girlfriend out on public places ?	n't [7]	0	No
327	18065	What is the easiest and painless way to commit suicide?	painless [5]	What are the possible ways to commit suicide?		1	No
328	38176	How do you know if you’re in love?		How do you know if you are in love? How do you know its not just chemicals in your brain trying to trick you to reproduce?	not [15]	1	No
329	12491	Salary hikes in hospitality management?		I'm trying to send a mail with attached a file in Joomla. But the file is not getting attached:?	not [18]	0	No
330	39480	Are there some tools to rapidly follow and unfollow several people on Twitter?	unfollow [8]	What is best Twitter auto follow unfollow follow back tool for bulk Twitter accounts?		0	No
331	25921	What was it like seeing a person of another race for the first time, unexpectedly?	unexpectedly [15]	Do we have any first-hand accounts of people from the past seeing a person of another race for the first time in their lives? How do they react?		1	No
332	32907	What is the easiest way to commit suicide?		What is the cheapest, painless, easiest way to commit suicide?	painless [5]	0	No
333	22676	How do I know when a girl is interested in me?		How do you know that a girl is not interested in you at all?	not [8]	0	Yes
334	35839	Could you recommend good books on histories of companies in music and entertainment field?		I am a Jio customer, I am using the Airtel sim on the other slot but when I off the Jio net and on the Airtel net it is not working?	not [30]	0	No
335	36661	Why do people ask questions on Quora that are easily to find answers too on Google?		Why don't Quora people just look up the answer on Google?	n't [2]	1	No
336	28125	What is the best ice cave and glacier within a 3 hours' drive from Reykjavik?		Where can I take master degree in communication that don't requires minimum each band 6 on IELTS?	n't [10]	0	No
337	3931	If a girl texts ""good night, sweet dreams"" to me but puts a heart emoji after it does it mean anything or is it just friendly?		I love a girl. I stopped texting her on WhatsApp for few days as I felt that she was rude and didn't reply in a good way. She doesn't text me. What does it mean?	n't [23] | n't [32]	0	No
338	30264	When did you start to question existence? I've thought about it since I was 20 years old.		Anyone who knows when Sons of guns starts again? It was scheduled to air episode 17 a while ago, but didn't and I can't find anything about it... What has happened and when will the series start again?	n't [23] | n't [27]	0	No
339	20835	Using a modem to browse with an android device (no sim) of PPP widget, but I can't download with it, and some apps won't work, can I get a solution?	no [10] | n't [20] | n't [29]	I have been seeing phones on eBay with bad esn. they seem to be a lot cheaper. anf I've read that phones with bad esn can't be easily used in north america, but the thing is I dont live in north america. will it be possible for a phone with bad esn to work properly with a sim card in Nigeria?	n't [29] | nt [43]	0	No
340	24857	Why aren't lie detector test and other polygraph tests used frequently against the convicts under trials to close the court cases?	n't [2]	What questions can I expect at a polygraph test?		0	No
341	4533	What are the best German universities for MS in Computer Science (no tuition fee)?	no [12]	What are user defined functions?		0	No
342	26283	What's your favourite song by Umm Kulthum?		Which is an Easy Arabic Song to sing for a Non- Arabic Speaker?	Non- [10]	0	No
343	13833	How has the present Philippines independent foreign policy set a good model for Japan and South Korea to follow in the world?		If you're a foreigner living in Japan and money is inconsequential, is it possible to visit South Korea on holidays? If yes, how often?	inconsequential [11]	0	No
344	22164	How do I uninstall symantec anti virus from my laptop which was installed by UPES and they are not giving me password?	not [18]	I tried to install a software from a torrent on my laptop and instead it installed all other sorts of stuff like it changed my homepage. How do I uninstall everything?		0	No
345	6953	What is the difference between logical, analytical, non-verbal and verbal reasoning?	non [9] | - [10]	Are visual and non-verbal reasoning the same?	non [3]	0	No
346	23962	If I delete my Google account will all my phones become unlocked?	unlocked [11]	How can I remove a Google account from my phone?		0	No
347	37941	Farting releases stress do you agree?		How can you look at someone's private Instagram account without following them?	without [10]	0	No
348	38406	What is the total no. Of national highway in india?	no [4]	What is the standard of Pakistan Highways compared to India?		0	No
349	38030	Why do many Indians not respect their country and culture after moving abroad?	not [4]	Which country most loves Indian culture?		0	No
350	3306	Why do so many people ask questions on Quora that can be easily answered by any number of legitimate sources on the Web? Have they not heard of Google or Bing?	not [26]	Why do some people ask questions on Quora that could be asked directly to a search engine ?		1	No
351	8539	Why is it that women are so infatuated with people of fame? I have yet to see any dude get even half as star struck as girls do.	yet [15]	How many people got real fame through Quora?		0	No
352	15959	Epics of India: Is Devi Shakti (Durga/Kali) stronger than Shiva and Vishnu? If not, then why was she able to kill those demons who had defeated the powers of Lord Shiva and Lord Vishnu?	not [19]	Why is Lord Vishnu considered to be more powerful than God?		0	No
353	11377	Is it possible to lose 5 pounds in 2 weeks without a regular diet?	without [10]	What are some alternative ways to lose 5 pounds in 2 weeks?		1	No
354	20746	Why is Caliph al-Baghdadi labeled as a terrorist in contrast to Muhammad who is revered as a Prophet, despite their similar ideology and actions?		Why is Caliph al-Baghdadi labeled as a terrorist in contrast to unlike Muhammad who is revered as a Prophet?	unlike [13]	1	No
355	5285	How can I obtain a marriage certificate?		How can I obtain my birth certificate as parents didn't register it locally. I was born in 1984 in Burdwan, WB. No school leaving certificate either?	n't [10] | No [25]	0	No
356	22313	What kind of job are there in India for a creative person and an artist?		Why are creative jobs not considered as real jobs in India by the society?	not [4]	0	No
357	18163	Why do guys keep hitting on me? Im not that attractive or at least I dont think I am. And im not even looking for any attention.	not [10] | nt [18] | not [26]	Degree from IGNOU is acceptable by the universities in the USA for Master's?		0	No
358	5209	Will the commencement of Apple maps research centre in Hyderabad and Bangalore improve stock maps navigation?		Why is Apple Maps not available in India but Google Maps is?	not [4]	0	No
359	27341	Why does Facebook's timeline not show all posts?	not [5]	What is the error in my quantopian code?		0	No
360	39137	Why can some people draw?		Why can some people draw what they see while others can't?	n't [11]	0	No
361	11177	Is it better to ask things to people you don't know online or ask things to people who know you and can't be completely objective about what's asked?	n't [10] | n't [23]	How do you train your cat to stop peeing on your furniture?		0	No
362	22509	What is bitcoin actually? Why is it not legal in India?	not [8]	Is Bitcoin legal in India?		1	No
363	10937	How is characterization used in ""The Great Gatsby"" by F. Scott Fitzgerald?		How is carelessness portrayed in ""The Great Gatsby"" by F. Scott Fitzgerald?	carelessness [3]	0	No
364	27584	What would be the best course for me after 12th with 50% marks in the science stream?		I am in class 12 studying science. I am not that good at science and it is stressing me out, so I want to switch to commerce after 12th. What courses can I take to graduate?	not [10]	0	No
365	31542	What if a 26/11 kind of attack happens under Modi's government?		Why couldn't the Mumbai Attacks (26/11) be tracked by the Indian Intelligence Team?	n't [2]	0	No
366	26945	Why does Uranus not orbit anticlockwise like the rest of the planets?	not [3]	How does the orbit of Uranus look like (from the top)?		0	No
367	28624	Why does some engineering students struggle to get job?		What is the reason many engineering students can't get job?	n't [8]	1	No
368	15953	Do you run out of things to talk about in a long distance relationship?		Is this okay to take a break.. I mean not to talk in long distance relationship?	not [10]	0	No
369	17099	Why do I keep getting logged out of my Instagram accounts?		Instagram (product): How can I login to Instagram if I don't remember the password, and I dont know the email address that was used to set up the account?	n't [14] | nt [22]	0	No
370	14748	Why does Germany have 2-pin power sockets? Would there not be grounding issues with a 2-pin concept?	not [10]	Why is ground pin's length and diameter is more than the phase pin in a 3 pin plug? I need a technical answer please		0	No
371	35909	How do I change my Facebook password?		How can I log into Facebook without putting in a password?	without [6]	1	No
372	30430	What are the most effective methods of improving your reading speed as well as comprehension?		How do I increase the speed of reading skills without compromising on comprehension?	without [9]	1	No
373	12175	I'm currently a high school student in Sweden, my dream is to manage an hedge fund, what steps are required from now until then?		My daughter is a junior in high school and will be going to Sweden for her senior year.  We need to buy her a new laptop or an ipad.  I don't know which to buy because she will be going to college in 2 years and will need something then.  What should I buy now?	I [33]	0	No
374	17958	When is the appropriate time to do a pregnancy test after taking an unwanted 72-hour pill?	unwanted [13]	When is the ideal time to take a pregnancy test? Are they more accurate if you wait longer?		0	No
375	31529	Is it true that permanent shadows were formed during the bombing of Hiroshima and Nagasaki and that humans were vaporized in the kill zone? What is the cause of these permanent shadows?		How long was it unsafe to live in Hiroshima and Nagasaki after the atomic bombs were dropped?	unsafe [4]	0	No
376	19224	Forgot security code nokia105. What can I do to unlock it?		Would having no net neutrality affect regular websites?	no [2]	0	No
377	13392	How much weight will I lose if I don't eat for a week?	n't [9]	How much weight will I lose if all I drink is water for a week and/or a month?		0	No
378	21127	Why we keep on living despite the fact that life makes no sense, and is mostly made of suffering (before death)?	no [11]	Is our life worth living despite all the suffering and pain?		1	No
379	37423	How do you know your friend is gay, without asking them?	without [9]	How can I find out if someone is gay?		0	No
380	34539	Why do some people think that the Earth is flat when it is very clear that it is not?	not [18]	Why do some people still believe that the earth is flat?		1	No
381	19740	Was Joseph Goebbels a drug addict? I know Hitler was.		Did Joseph Goebbels take drugs? I know Hitler did, but not to sure about Goebbels.	not [12]	1	No
382	4141	Is it possible to create a zero gravity environment on Earth?	zero [6]	How can we make zero gravity on earth?		0	No
383	12979	What is your favorite non-fiction topic to read about, and why?		I want to read a non-fiction book about english language. What are some really good to read?	non [5]	0	No
384	19184	What are some tax loopholes for rental properties?		Who should you marry, some you love (she ""MAY"" love you but doesn't show) or some who loves you?	n't [20]	0	No
385	9574	My computer isn't working any more. How can I recover the things that I had on it?	n't [3]	Whole fight card for UFC on Fuel TV 9, 6th April in Stockholm, Sweden? I've been looking around for the card for this upcoming event, but I can't find more than three fights. More isn't listed at UFC's site so I presume that the card isn't finished yet? But are there any rumors or any other things that indicate which fighters may participate?  I had the best seats in the house money can buy last year and planning to buy the same again tomorrow when the pre sale starts (in exactly 13h from now). But I don't want to pay $375 USD if the only good fight is the main event (Alexander Gustafsson FTW!)... All information/rumours/indications is appreciated ASAP so I can decide how much money I'm willing to pay for the tickets?	n't [33] | n't [42] | n't [55] | do [112]	0	No
386	26057	Is Cap exempt required during visa validity period as it was not stamped even once before?	not [11]	Why does the Indian Penal Code favour women specially during imprisonment and other punishments?		0	No
387	22554	Why was South Vietnam defeated by North Vietnam?		Why wasn't South Vietnam as powerful as North Vietnam?	n't [2]	0	No
388	27649	Is Chrome OS or Windows better for a slow (2GB RAM) laptop?		If angels do not have a sin nature, how was lucifer capable of sinning?	not [3]	0	No
389	19376	Why is $6006.13 the numerical version of Google?		Passing tolls, and pay by online without letting my parents know. theres going to be any record after payment?	without [7]	0	No
390	2155	How is spacetime curved if it isn't also displaced? How does the Earth move through and curve spacetime without displacing it?	n't [7] | without [20]	What is spacetime? How is it curved?		0	No
391	12933	Organic Chemistry: Are there any acids without hydrogen?	without [7]	What is the difference in kmno4 oxidation in acidic and basic medium in organic chemistry? Which medium must be used where?		0	No
392	8987	What is your reaction about the ban on Rs. 500 and Rs. 1000 notes? Won't it create a chaos and harm the economy?	n't [18]	What was your initial reaction on getting to know about the ban on the current ₹500 and ₹1,000 notes?		1	No
393	2719	What should I expect in a Software Engineer interview at Google and how should I prepare?		Who interviewed for a software engineering role at Google, Facebook, Amazon and got in without preparing for the interview?	without [16]	0	No
394	17886	Is there any way to search Gmail to pull up any emails which I have sent to a particular address and they have not replied to?	not [23]	Is there a way to point my Google Apps business email to my regular Gmail address? Or are they forever separate log-ins?		0	No
395	2575	Why is Yahoo more popular than Google in Hong Kong?		Why is Yahoo the most popular search engine in Japan and not Google?	not [11]	0	No
396	26998	How is black money gonna go off with no longer the use of same 500 and 1000 notes?	na [5] | no [9]	How banning 500 and 1000 rupees note will curb the corruption and black money in India?		1	No
397	8220	Why do Indians believe that Indians IQ of 82 is too high for Indians?		Why do most people say that Mahatma Gandhi did not do too much for the Indian revolution?	not [9]	0	No
398	10244	Why do I cringe each time my Dad accidentally touches me ? I hate it & dont feel comfortable. I don't have this issue with other men.	nt [17] | n't [23]	The primary function of the finance commission in India is to?		0	No
399	16996	Why do some people say you shouldn't go for looks only in relationships?	n't [7]	How to make sales prediction?		0	No
400	37948	Does project manager and project engineer for lokacart under Professor Ganesh Ramakrishnan are involved in corruption?		Why should you never apply for internship under Ganesh Ramakrishnan?	never [3]	0	No
401	6776	What is the correct way to say ""let's go"" in Korean?		Is it correct to say ""had gotten""? If not, then what is the proper way to say it?	not [14]	0	No
402	15340	How can I play movies in LG TV using a USB port?		My LG smart TV 42LG5820 is not playing subtitles for mp4 files. What should I do now?	not [6]	0	No
403	36476	If a non-Muslim converts, how does he(she) chooses whether to be Shia or Sunni?	non [2]	Which Islam should I choose, Shia or Sunni? How do I know which one is the truth?		0	No
404	19754	What facts about Switzerland do foreigners not believe until they come to Switzerland?	not [6]	Why is Switzerland's economy strong?		0	No
405	9368	Is there a way to follow or locate someone using Android phones without using an app?	without [12]	What app can I use to track my husband with his phone by using my phone?		0	No
406	13414	Is it possible that a married man can truly love his other woman if he doesn't want to let her go but the latter wants out already?	n't [16]	Did prophet Muhammad order any man, other than his adopted son Zayd, to divorce his wife so he could marry her?		0	No
407	2386	How do I cook sweet potato without oven or microwave?	without [6]	How do you cook sweet potatoes in a microwave?		0	No
408	29870	Why should I vote for Hillary Clinton (apart from keeping Donald Trump out)?		Why should I vote for Hillary Clinton and not Trump?	not [8]	1	No
409	30600	Is a U.S. passport that expired more than 15 years ago sufficient when I apply for a new one (making it unnecessary to have a birth certificate?)	unnecessary [22]	Can I apply for a passport while staying in a room on rent for less than one year?		0	No
410	32097	What are some of comic books worth time to read wich is not about superheroes and not from Marvel or DC?	not [12] | not [16]	What non-superhero comics should I read?	non [1]	0	No
411	32379	How close are we (or not close) right now to World War 3?	not [6]	Is World War 3 coming?		1	No
412	3218	Why isn't Russia a member of NATO?		Why does Russia not join NATO?	not [3]	1	No
413	21930	Why has Ernest W. Adams disabled comments on his answers?		Specific Quora Users: Why does Ernest W. Adams not allow comments?	not [9]	1	No
414	39085	Can someone like watching videos of something than doing it?		Does congress pass bills without funding to appease the public? But have no real plan of implementing the bill.	without [4] | no [13]	0	No
415	4311	What are 10 shocking facts about Ancient Rome?		What are some typically unknown facts about ancient Rome?	unknown [4]	0	No
416	12395	My friend asked me to eat lunch with her and we hang out a good bit . Does she like me?		I'm hanging out with a friend who I have a crush on. Is it weird to buy her the lunch if she might not be interested in me as more than a friend?	not [25]	0	No
417	15221	What happens if a passport arrives and no one is at home? Will the postman come again?	no [7]	How many passports can one have?		0	No
418	39264	Why do I care so much about what other people think of me?		What should I do in order not to care about what people think of me?	not [6]	1	No
419	38886	Why is Mohanlal in the world top actor? Our Pawan Kalyan and Tamil superstars Rajinikanth were considered. Why?		My gf and I had a fight about our relationship. I felt like she did not want to be with me?	not [16]	0	No
420	1251	Why can't I sign into Yahoo?	n't [2]	How do I sign into Yahoo?		0	No
421	7526	Why is the universe not a sphere?	not [4]	Is the Universe a sphere? If not, which shape it is? How do we know that?		0	No
422	5410	How do you check your Google+ Followers?		How do you check if someone is following you on Snapchat if you don't follow them?	n't [14]	0	No
423	24010	Can a narcissist fall in love?		Are narcissists incapable of love?	incapable [2]	1	No
424	25931	Can I transfer money from a Paypal account when that Paypal account is not connected to a bank account?	not [13]	How do I link a bank account with my PayPal account?		0	No
425	32143	A longitude given as 75 degrees north. no latitude location is given.?	no [8]	What will happen if Couloumb’s force is absent from the universe?		0	No
426	33431	When/how did you realize were not straight?	not [7]	When did you realize you were gay/lesbian/bi? How did it feel?		1	No
427	23384	3. why did the joint venture collapsed in 1989? Infosys		Long-Term Investing: Why did the Nikkei crash in 1989, never to recover?	never [13]	0	No
428	23407	Have any two satellites ever collided with each other?		Why don't artificial satellites collide with each other?	n't [2]	1	No
429	12127	Does not taking antibiotics build your immune system? Will letting my body take care of it help prevent me from having it again?	not [1]	How do I take better care of my body?		0	No
430	6952	Can you read a ""message request"" on Facebook before ignoring it? If you ignore it will the sender see it as just ""Delivered"" or ""Read""?		My message on Facebook is 'sent' and not delivered. Does it mean he ignored it?	not [9]	0	No
431	21431	What is difference between communication and telecommunications?		What are the differences between verbal and non verbal communication?	non [7]	0	No
432	35744	What do you know about USA?		What do I not know about the USA?	not [3]	0	No
433	1437	Why is the year only 2015 when the universe is billions of years old?		If time is not fixed, but varies with speed and gravity, how can we say that the universe is roughly 14 billion year old?	not [3]	0	No
434	3062	How much does a duplex house cost?		If somebody who is failure .i don't know any thing in and I'm living in apoor country what I should do?	n't [7]	0	No
435	18722	How will I know if cristina castor is talking to someone in her fb messenger?		I like a girl. I don't know if she has a boyfriend or not. How can I know if she is interested in me or not? If I ask her directly will she stop talking to me?	n't [7]	0	No
436	6443	Is Tina being overworked by her PR directors to make her quit?		How can I find a business partner to help me with my new publication (I am starting a magazine) so I can focus on the content creation? There's no budget to speak of so this person will not be paid.	no [32] | not [41]	0	No
437	34786	Is it possible for someone to become a full-time web designer through online courses (and without a college degree)? If yes, how to go about it?	without [18]	Where can you learn web design online?		0	No
438	21169	Could the Russians have built a nuclear bomb without the help of espionage?	without [8]	Why many students nowadays prefer cheating than studying?		0	No
439	29203	How can I keep my room tidy?		Why can't I keep my room tidy?	n't [2]	0	No
440	37459	Why most of the Muslims in India do not support BJP?	not [8]	Why do Muslims hate the BJP?		1	No
441	14251	Why is it that my girlfriend when I get upset she gets more upset , talks about herself than listening ,finally I end comforting her ?		My girlfriend gets jealous when I talk to other girls, but she talks and texts other guys endlessly. Why is she being unfair?	endlessly [18] | unfair [24]	0	No
442	6216	Can a black hole accelerate an object beyond the speed of light by its attraction?		Why can't black holes be used to accelerate bodies to the speed of light?	n't [2]	0	No
443	35608	Why doesn't Dushka Zapata answer my questions?	n't [2]	Does Dushka Zapata give reasons when she declines A2As?		1	No
444	35853	Is Northern Michigan University hard to get into?		I am continuously sad from few years, for no reason, but now I keep finding reason? What should I do?	no [9]	0	No
445	29646	Why isn't the top answer on Quora the most upvoted one?	n't [2]	Why isn't the most upvoted & viewed answers aren't on top?	n't [2] | n't [10]	1	No
446	27835	Why are the Rebel Alliance's capital ships so completely worthless versus the Star Destroyers in Rogue One?	worthless [10]	Could a Star Wars Star Destroyer have functioned near the surface, as depicted in Rogue One?		0	No
447	39958	How far back in time could we go in the UK before we would start to be unable to understand the English of the day?	unable [17]	I speak English. How far back in time could I go and still communicate with someone fluently?		1	No
448	15444	What exactly does it means if a girl stares at you?		What does it mean when a girl stares at me when am not looking?	not [12]	0	No
449	27897	Who are the reputed residential real estate developers in Bengaluru, India?		Is real estate in Bangalore overpriced? There are more than 3 Lakh homes in the projects lying idle in Bangalore? Why the prices would not go down?	not [26]	0	No
450	21261	Why doesn't Wetransfer give the shared file links immediately on the screen after the upload completes, like SendSpace does?	n't [2]	How frequently should I upload files to cloud?		0	No
451	31950	How will releasing new 500 and 2000 rupee notes help in eradicating black money?		What will be the drawbacks of issuing Rs 2000 notes by the RBI? Will it not become easy to hoard more black money?	not [16]	1	No
452	17370	Why do some Hindus add Jesus to their huge list of Gods? Why not the prophet Muhammad?	not [14]	Why did the God only appoint Muhammad as their prophet at the age of 40? Why did God chose him over others?		0	No
453	34579	What can I major in after B.A Poli sci? Need not be in the politics field only.I'm interested in photography.	not [11]	As a 17 year old who's interested in joining the political field in India in the future, what do I need to know?		0	No
454	15326	How do I get into cyber security with no background?	no [8]	How do I get started in the cyber security industry?		1	No
455	36261	How can someone not very smart become smarter than those who are already born to be smart?	not [3]	Do we need to be smart rather than talented to succeed in today's world? How can one develop smartness?		0	No
456	13850	If I remove someone from Snapchat and my account settings are on ""My Friends"" only, can they still message me and can they still view my story?		I blocked and unblocked someone on Snapchat, if they didn't delete me as a friend and my story is public to everyone am I still on their friends list?	unblocked [3] | n't [11]	0	No
457	26542	How do I configure a gmail account for company?		Why can't you have a gmail alias?	n't [2]	0	No
458	2842	What is fictitious assets?		Why is goodwill not a fictitious asset?	not [3]	0	No
459	15053	Is a morning kiss repulsive without brushing your teeth? Shouldn't it be done after that?	without [5]	Do you kiss your partner when you have morning breath?		0	No
460	9518	Who is the most beaufiful girl (Penny, Amy, Bernadette, or Alex) in Big Bang Theory in terms of Western/US culture?		The Big Bang Theory (TV series): How did Penny come to fall for Leonard, and not Howard or Raj?	not [19]	0	No
461	22648	I don't have money to buy new Macbook Pro 2016 (Touch bar), should I buy Macbook Pro i5 2015 or move to other brands like Dell XPS or Surface Pro 4?	n't [2]	Should I buy a MacBook pro or wait for 2016 release?		1	No
462	12707	Why is india still a developing country..Why aren't reforms framed so as bring the country on a fast track?	n't [10]	Why india still known as a developing country?		1	No
463	34902	Is there a deference between RUF and Porsche? Why is RUF in Forza 4 and not Porsche?	not [16]	How many Porsche 911s have been built?		0	No
464	29853	How does gravity affect light if it has no mass?	no [8]	How does gravity affect light?		1	No
465	12729	If I hide my story to a follower on intagram, which I follow back what are the things he can't see?	n't [21]	I asked a question on Quora and I am not getting any new notifications (even if I am following the question). It is also not showing the questions which I asked (in my profile). What should I do?	not [9] | not [27]	0	No
466	22860	How much will people pay someone who knows what stocks to pick?		What is the best way to recover money from someone who is not willing to pay back and have no proof of lending?	not [12] | no [19]	0	No
467	32499	I have registered for PhD (no NET) (phy) in 2013, now waiting for final defense. Am I eligible for Assistant prof Jobs after awarding?	no [6]	Charging Late Fees and Penalties in India?		0	No
468	38643	6 digit code - digits 0-9. How many combinations can be made?		How many 3 digit even numbers can be formed from 0, 1, 2, 3, 4, 5 and 6 with no repetition?	no [24]	0	No
469	37447	What do I do in this situation, friend starts dating my ex friend.		I have fallen for a girl and we are not friends yet as she lives in my uncles society so what should I do in this situation?	not [9]	0	No
470	27802	Why can't we have one child policy in India?	n't [2]	What are your opinions on ""Should India adopt one child policy?		1	No
471	7864	Is it ok to keep friendship with other cast girl inspite of my parents oppose it.she is my neighbor.just frndship?		My parents are opposing my girlfriend because she is one year older than me, not from my caste and our Kundlis don't match. What should I do?	not [15] | n't [23]	0	No
472	32204	Can drinking Harpic kill you? If so, then how much (in ml) can it be consumed?		Can I use Harpic instead of Listerine for cleaning my mouth as I can't bear the bad odour when I wake up in the morning?	n't [14]	0	No
473	39263	What are the various parameters for doing SWOT analysis for a rural unplanned site?	unplanned [12]	What are the best examples of 'The Secret' in your life?		0	No
474	11326	Why do some IFTTT recipes not work?	not [5]	What are the best IFTTT recipes?		0	No
475	13877	How can we earn money online without investment?	without [6]	What should I do to make money online in India?		1	No
476	21427	What would you do if you liked your sister's friend?		Why does my best friend girl gets annoyed when I call her sister accidentally and doesn't like me calling her sister at all?	n't [16]	0	No
477	34773	How would the Native American cultures likely have developed if the Europeans never arrived in the New World?	never [12]	What would the World look like today if only Native Americans inhabited the world?		0	No
478	1199	Who should be blamed for the poor performance of India in Rio Olympics?		Why India is not performing in Rio Olympics?	not [3]	1	No
479	14291	How can we make women feel safe in indian society?		Why can't Indian men make their women a cup of tea everyday? Why do Indian men expect women to make them a full meal?	n't [2]	0	No
480	20501	Did the pants organize WW2 killing 60m Christians simply to avoid justice?		If the Germans never persecuted the Jews, treated POW's well and drafted them into their army, could they have won WW2?	never [3]	0	No
481	23847	How can you make brownies without vanilla?	without [5]	How do I make brownies?		0	No
482	30114	If light has no mass, how can a solar sail be propelled?	no [3]	How can light provide momentum to solar sails if its mass is zero?		1	No
483	10231	What is the significance of uncertainity principle?	uncertainity [5]	What is the physical significance of quantum mechanical principles like Hund's rule and Pauli's exclusion principle?		0	No
484	39178	Why do some people on QUORA ask questions that they can easily findout on Google?		Why don't many people posting questions on Quora check Google first?	n't [2]	1	No
485	9713	My math is good but not that good. How can I improve my math?	not [5]	How can I improve my Math?		1	No
486	27422	Can we harness energy from clouds?		Why can't we harness lightning energy?	n't [2]	0	No
487	17598	What are some mind-blowing wallets inventions that exist that most people don't know about?	n't [14]	Which name is better for next hotel booking and tourist guide website?		0	No
488	12767	What does it mean if my teacher who is 3 years older than me also looks into my eyes whenever we face each other?		I’m a girl and I don’t like older guys. Even 3–4 years older than me. Why? Is it normal?	n’t [7]	0	No
489	20124	What are some good free PC games that don't matter if you lose?	n't [9]	What are some good, free PC games?		0	No
490	37675	Why is Narendra Modi the best Prime Minister for India?		IF not Narendra Modi, who can be the next best Prime Minister of India, Why?	not [1]	0	No
491	25538	Why do people adore celebrities but not intellectuals like scientists, researchers, etc.?	not [6]	Lifestyle: What are some of the best examples of people whose parent(s) were celebrities (actors, models, etc) but they chose a different career path?		0	No
492	36519	I own a co. and we buy prdcts from vndrs and sell B-B, but our co. name is industry spcfc. Can I start a NEW co and sell those prod to dif trgt mkt?		I started my startup and built a product, but I don't have any co-founders. Is it really required to have co-founders and investors? Why are investors required?	n't [12]	0	No
493	26665	What is the purpose of life, if not money?	not [8]	What should the purpose of your life?		1	No
494	5363	How hard is it to be accepted into Cambridge astrophysics?		Why doesn’t NASA keep a couple in the space station and ask them to make a baby?	n’t [2]	0	No
