index	dev_index	premise	cues	hypothesis	cues	judgment	is_important
272	4135	Who is given credit for discovering geoglyphs along the Amazon River?		The BBC's Unnatural Histories presented evidence that the Amazon rainforest, rather than being a pristine wilderness, has been shaped by man for at least 11,000 years through practices such as forest gardening and terra preta.	Unnatural [3] | rather [12]	not_entailment	No
273	3028	What direction do ctenophore swim?		Hence ctenophores usually swim in the direction in which the mouth is pointing, unlike jellyfish.	unlike [14]	entailment	No
274	2084	Where were Schirra, Eisele and Cunningham relocated to after different astronauts were selected for the AS-258 mission?		In December 1966, the AS-205 mission was canceled, since the validation of the CSM would be accomplished on the 14-day first flight, and AS-205 would have been devoted to space experiments and contribute no new engineering knowledge about the spacecraft.	no [36]	not_entailment	No
275	5359	Where is Genghis Khan's presumed to have been delivered?		Years before his death, Genghis Khan asked to be buried without markings, according to the customs of his tribe.	without [11]	not_entailment	No
276	2928	Who was the first European to travel the entire length of the Amazon River?		The BBC's Unnatural Histories presented evidence that the Amazon rainforest, rather than being a pristine wilderness, has been shaped by man for at least 11,000 years through practices such as forest gardening and terra preta.	Unnatural [3] | rather [12]	not_entailment	No
277	421	The first episode of Doctor Who premiered the day after what famous event in history?		The first of these was the "Dalekmania" period (circa 1964–1965), when the popularity of the Daleks regularly brought Doctor Who ratings of between 9 and 14 million, even for stories which did not feature them.	not [38]	not_entailment	No
278	5414	In the mid 18th century, who did not concur that 1 should be the first prime number?	not [8]	In the 19th century many mathematicians still considered the number 1 to be a prime.		not_entailment	No
279	5014	What is the only district in the CBD to not have "downtown" in it's name?	not [9]	Central business districts (CBD) include Downtown Los Angeles, Downtown San Diego, Downtown San Bernardino, Downtown Bakersfield, South Coast Metro and Downtown Riverside.		entailment	No
280	2494	Where is the Apache Point Observatory located?		Although formally unrelated, the National Opinion Research Center is located on Chicago's campus.	unrelated [2]	not_entailment	No
281	2049	What do some sources say Nikola's brother died from?		On 24 March 1879, Tesla was returned to Gospić under police guard for not having a residence permit.	not [14]	not_entailment	No
282	237	What position did Justin Tucker play?		Concerns were raised over whether Levi's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issues, and during a week 6 game earlier in the 2015 season, a portion of the turf collapsed under Baltimore Ravens kicker Justin Tucker, causing him to slip and miss a field goal, although the field has not had any major issues since.	not [81]	entailment	No
283	4635	The term Annual Conference is often used to refer to what?		In many ways, the United Methodist Church operates in a connectional organization of the Annual Conferences, and actions taken by one conference are not binding upon another.	not [25]	not_entailment	No
284	2656	What is the name of the current King of Thebes in the play?		She is not at all afraid of the death he threatens her with (and eventually carries out), but she is afraid of how her conscience will smite her if she does not do this.	not [2] | not [34]	not_entailment	No
285	2258	What don't chloroplastidan chloroplasts have?	n't [2]	They differ from glaucophyte and red algal chloroplasts in that they have lost their phycobilisomes, and contain chlorophyll		not_entailment	No
286	1853	What reconstructions supported the 1999 paper's information?		The schematic was not an actual plot of data, and was based on a diagram of temperatures in central England, with temperatures increased on the basis of documentary evidence of Medieval vineyards in England.	not [3]	entailment	No
287	4083	What drove increased rental prices in East New York?		The ad valorem property tax policy combined with rising prices made it difficult or impossible for low income residents to keep pace.	impossible [14]	not_entailment	No
288	826	How many original treaties establishing the EU protected fundamental rights?		None of the original treaties establishing the European Union mention protection for fundamental rights.	None [0]	entailment	No
289	2149	ABC bought 20 acres of land in Hollwood in 1949 that would become what studio?		On May 7, 1949, Billboard revealed that ABC had proposed an investment of $6.25 million, of which it would spend $2.5 million to convert 20 acres (80,937 m2) of land in Hollywood into what would become The Prospect Studios, and construct a transmitter on Mount Wilson, in anticipation of the launch of KECA-TV, which was scheduled to begin operations on August 1 (but would not actually sign on until September 16).	not [77]	entailment	No
290	2388	Who discovered the Yellow Fever virus?		Thucydides noted that people who had recovered from a previous bout of the disease could nurse the sick without contracting the illness a second time.	without [18]	not_entailment	No
291	4948	How is packet switching charecterized		In cases of billable services, such as cellular communication services, circuit switching is characterized by a fee per unit of connection time, even when no data is transferred, while packet switching may be characterized by a fee per unit of information transmitted, such as characters, packets, or messages.	no [27]	entailment	No
292	3707	What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms?		For example, the decision problem in Presburger arithmetic has been shown not to be in P, yet algorithms have been written that solve the problem in reasonable times in most cases.	not [12]	not_entailment	No
293	5073	Granting what status would allow private non-religious schools in the US to receive public funds?	non [6]	Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.	Non [34] | without [45]	entailment	No
294	449	What profession was Nathan Alterman?		No one will ever see the Warsaw I knew.	No [0]	not_entailment	No
295	242	Full size working engines on what vehicles sometimes use oscillating cylinder steam engines?		An oscillating cylinder steam engine is a variant of the simple expansion steam engine which does not require valves to direct steam into and out of the cylinder.	not [16]	not_entailment	No
296	4490	What do ctenophores have that no other animals have?	no [5]	Ctenophores form an animal phylum that is more complex than sponges, about as complex as cnidarians (jellyfish, sea anemones, etc.), and less complex than bilaterians (which include almost all other animals).		not_entailment	No
297	1529	Juvenile and adult  beroe lack what?		Development of the fertilized eggs is direct, in other words there is no distinctive larval form, and juveniles of all groups generally resemble miniature cydippid adults.	no [13]	not_entailment	No
298	2318	How do socialists think the means of production should be owned?		Socialists attribute the vast disparities in wealth to the private ownership of the means of production by a class of owners, creating a situation where a small portion of the population lives off unearned property income by virtue of ownership titles in capital equipment, financial assets and corporate stock.	unearned [34]	not_entailment	No
299	3677	The business allowed for private companies to do what		The private networks were often connected via gateways to the public network to reach locations not on the private network.	not [15]	not_entailment	No
300	1763	What was the Plos Pathogens paper about?		ends the debate about the etiology of the Black Death, and unambiguously demonstrates that Y. pestis was the causative agent of the epidemic plague that devastated Europe during the Middle Ages".	unambiguously [12]	not_entailment	No
301	1942	Why might rats not be responsible for the plague?	not [3]	In addition to arguing that the rat population was insufficient to account for a bubonic plague pandemic, sceptics of the bubonic plague theory point out that the symptoms of the Black Death are not unique (and arguably in some accounts may differ from bubonic plague); that transference via fleas in goods was likely to be of marginal significance; and that the DNA results may be flawed and might not have been repeated elsewhere, despite extensive samples from other mass graves.	insufficient [9] | not [34] | not [73]	entailment	No
302	5458	How many people lived in Warsaw in 1939?		Unfortunately this belief still lives on in Poland (although not as much as it used to be)	not [10]	not_entailment	No
303	1404	Why  might the temperature affect the theory of plague spreading?		In addition to arguing that the rat population was insufficient to account for a bubonic plague pandemic, sceptics of the bubonic plague theory point out that the symptoms of the Black Death are not unique (and arguably in some accounts may differ from bubonic plague); that transference via fleas in goods was likely to be of marginal significance; and that the DNA results may be flawed and might not have been repeated elsewhere, despite extensive samples from other mass graves.	insufficient [9] | not [34] | not [73]	not_entailment	No
304	1078	What serves as a biological barrier by competing for space and food in the GI tract?		There is good evidence that re-introduction of probiotic flora, such as pure cultures of the lactobacilli normally found in unpasteurized yogurt, helps restore a healthy balance of microbial populations in intestinal infections in children and encouraging preliminary data in studies on bacterial gastroenteritis, inflammatory bowel diseases, urinary tract infection and post-surgical infections.	unpasteurized [22]	not_entailment	No
305	1685	Complexity classes are generally classified into what?		Of course, some complexity classes have complicated definitions that do not fit into this framework.	not [11]	entailment	No
306	5456	What process down the line does rubisco's flaw interfere with?		This has the end result of ATP energy being wasted and CO2 being released, all with no sugar being produced.	no [17]	not_entailment	No
307	2480	Which MVP died in 2001?		No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001.	No [0]	entailment	No
308	5239	When did Torchwood premier?		Two other actresses who appeared in Doctor Who also star in the series; Eve Myles as Gwen Cooper, who also played the similarly named servant girl Gwyneth in the 2005 Doctor Who episode "The Unquiet Dead", and Naoko Mori who reprised her role as Toshiko Sato first seen in "Aliens of London".	Unquiet [37]	not_entailment	No
309	2755	Who was the ally of his father that Genghis Khan fell out as time passed?		He was also ruthless, demonstrated by his tactic of measuring against the linchpin, used against the tribes led by Jamukha.	ruthless [3]	not_entailment	No
310	2551	What will maidens be able to predict by floating their wreaths down the Vistula?	able [4]	Each Midsummer’s Eve, apart from the official floating of wreaths, jumping over fires, looking for the fern flower, there are musical performances, dignitaries' speeches, fairs and fireworks by the river bank.		not_entailment	No
311	3754	Why is using O2 instead of CO2 less efficient?		Rubisco cannot distinguish between oxygen and carbon dioxide very well, so it can accidentally add O2 instead of CO2 to RuBP.	not [2]	not_entailment	No
312	1768	Because of certain statements what was the believed state of his religious views?		However, his religious views remain uncertain due to other statements that he made.	uncertain [6]	entailment	No
313	3771	What proportion of the general population in the area than became Iran did Genghis Khan kill?		In the Middle East, and particularly in Iran, Genghis Khan is almost universally condemned as a destructive and genocidal warlord who caused enormous damage and destruction to the population of these areas.	universally [14]	not_entailment	No
314	3250	What does connecting different Sky Q boxes enable them to do?		The Sky Q Mini set top boxes connect to the Sky Q Silver set top boxes with a Wi-Fi or Power-line connection rather than receive their own satellite feeds.	rather [26]	not_entailment	No
315	4655	When was Temüjin's half-brother Begter killed?		(not Begter's mother) would have to accept him as her husband if and when he became an adult.	not [1]	not_entailment	No
316	5044	What did Saudi Arabia try to repress to compensate for its loss of stature?		These attacks resonated with conservative Muslims and the problem did not go away with Saddam's defeat either, since American troops remained stationed in the kingdom, and a de facto cooperation with the Palestinian-Israeli peace process developed.	not [10]	not_entailment	No
317	2517	This person proposed explanations for the origins of earthquakes and the formation of mountains, what was his name?		Drawing from Greek and Indian scientific literature that were not destroyed by the Muslim conquests, the Persian scholar Ibn Sina (Avicenna, 981–1037) proposed detailed explanations for the formation of mountains, the origin of earthquakes, and other topics central to modern geology, which provided an essential foundation for the later development of the science.	not [9]	entailment	No
318	1054	What had been left hanging on the door to Tesla's room?		His body was later found by maid Alice Monaghan after she had entered Tesla's room, ignoring the "do not disturb" sign that Tesla had placed on his door two days earlier.	not [21]	entailment	No
319	1411	How much of Afghanistan did the Taliban take over?		In Afghanistan, the mujahideen's victory against the Soviet Union in the 1980s did not lead to justice and prosperity, due to a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth.	not [15]	not_entailment	No
320	1622	Where did Jebe die?		The famous cavalry expedition led by Subutai and Jebe, in which they encircled the entire Caspian Sea defeating all armies in their path, remains unparalleled to this day, and word of the Mongol triumphs began to trickle to other nations, particularly Europe.	unparalleled [26]	not_entailment	No
321	309	What series years are available on Blu-ray?		Only the series from 2009 onwards are available on Blu-ray, except for the 1970 story Spearhead from Space, released in July 2013.	except [13]	entailment	No
322	981	What kind of committee considered legislation on the development of the Edinburgh Tram Network?		A further type of committee is normally set up to scrutinise private bills submitted to the Scottish Parliament by an outside party or promoter who is not a member of the Scottish Parliament or Scottish Government.	not [26]	not_entailment	No
323	1639	How many former MVP honorees were present for a pregame ceremony?		No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001.	No [0]	not_entailment	No
324	5091	What drove increased rental prices in East New York?		Through gentrification of older neighbourhoods, for example, in East New York, rental prices increased rapidly as landlords found new residents willing to pay higher market rate for housing and left lower income families without rental units.	without [36]	entailment	No
325	122	Where might a teacher teach that is not inside a building?	not [7]	In education, teachers facilitate student learning, often in a school or academy or perhaps in another environment such as outdoors.		entailment	Yes
326	5236	What were the fossils that were found to represent ctenphores missing that current ctenphora have?		Despite their soft, gelatinous bodies, fossils thought to represent ctenophores, apparently with no tentacles but many more comb-rows than modern forms, have been found in lagerstätten as far back as the early Cambrian, about 515 million years ago.	no [15]	entailment	No
327	3615	During what time did civilization in the Amazon was flourishing when Orellana made his observations?		The BBC's Unnatural Histories presents evidence that Orellana, rather than exaggerating his claims as previously thought, was correct in his observations that a complex civilization was flourishing along the Amazon in the 1540s.	Unnatural [3]	entailment	No
328	2633	What was the first international event broadcast by ABC?		Leonard Goldenson said that ABC's first international activity was broadcasting the coronation of Queen Elizabeth II in June 1953; CBS and NBC were unable to cover the coronation live due to respective issues with technical problems and flight delays.	unable [25]	entailment	No
329	657	For how many years was evidence shown that humans shaped the the Amazon?		The BBC's Unnatural Histories presented evidence that the Amazon rainforest, rather than being a pristine wilderness, has been shaped by man for at least 11,000 years through practices such as forest gardening and terra preta.	Unnatural [3] | rather [12]	entailment	No
330	1704	What was Genghis Khan's tribes burial custom?		Years before his death, Genghis Khan asked to be buried without markings, according to the customs of his tribe.	without [11]	entailment	No
331	3737	Who was the inventor of the atmospheric engine?		Newcomen's engine was relatively inefficient, and in most cases was used for pumping water.	inefficient [5]	not_entailment	No
332	2719	How does most plants' cpDNA replicate?		Because of the failure to explain the deamination gradient as well as the numerous plant species that have been shown to have circular cpDNA, the predominant theory continues to hold that most cpDNA is circular and most likely replicates via a D loop mechanism.	failure [3]	entailment	No
333	3956	What happens to the jellyfish nematocysts when they are eaten by the haeckelia?		Ctenophores have been compared to spiders in their wide range of techniques from capturing prey – some hang motionless in the water using their tentacles as "webs", some are ambush predators like Salticid jumping spiders, and some dangle a sticky droplet at the end of a fine thread, as bolas spiders do.	motionless [18]	not_entailment	No
334	3346	What is the concept of the visible and invisible Church?	invisible [8]	The United Methodist Church understands itself to be part of the holy catholic (or universal) church and it recognizes the historic ecumenical creeds, the Apostle's Creed and the Nicene Creed; which are used frequently in services of worship.		not_entailment	No
335	1002	Why did Tesla want funds from Morgan?		On 14 October 1904, Morgan finally replied through his secretary, stating, "It will be impossible for [me] to do anything in the matter," after Tesla had written to Morgan when the financier was meeting with the Archbishop of Canterbury in an attempt to appeal to his Christian spirit.	impossible [18]	not_entailment	No
336	5197	Who did Wesley appoint as bishop in 1784?		In 1784, after unsuccessful attempts to have the Church of England send a bishop to start a new church in the colonies, Wesley decisively appointed fellow priest Thomas Coke as superintendent (bishop) to organize a separate Methodist Society.	unsuccessful [4]	entailment	No
337	2040	What was Sadat seeking by releasing Islamists from prison?		This "gentlemen's agreement" between Sadat and Islamists broke down in 1975 but not before Islamists came to completely dominate university student unions.	not [15]	not_entailment	No
338	3611	How many days did the River Tyne have the Bambuco Bridge?		The River Tyne had the temporary Bambuco Bridge in 2008 for ten days; it was not made for walking, road or cycling, but was just a sculpture.	not [16]	entailment	No
339	95	In what year did Harvard Stadium become the first ever concrete reinforced stadium in the country?		While Harvard's football team is no longer one of the country's best as it often was a century ago during football's early days (it won the Rose Bowl in 1920), both it and Yale have influenced the way the game is played.	no [6]	not_entailment	No
340	1468	How much can the SP alter income tax in Scotland?		The specific devolved matters are all subjects which are not explicitly stated in Schedule 5 to the Scotland Act as reserved matters.	not [9]	not_entailment	No
341	5059	What are chromoplasts?		Plastid differentiation is not permanent, in fact many interconversions are possible.	not [3]	not_entailment	No
342	405	How many Panthers were designated All-Pro?		Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers.	not [6]	not_entailment	No
343	4279	Any number larger than 1 can be represented as a product of what?		A natural number greater than 1 that is not a prime number is called a composite number.	not [8]	not_entailment	No
344	5045	Oxygen is released in cellular respiration by?		It is too chemically reactive to remain a free element in air without being continuously replenished by the photosynthetic action of living organisms.	without [12]	not_entailment	No
345	5268	What time did a river system develop in the Upper Rhine Graben?		At that time, it did not yet carry discharge from the Alps; instead, the watersheds of the Rhone and Danube drained the northern flanks of the Alps.	not [6]	not_entailment	No
346	1260	Where did British resettle many Acadians?		Some were sent to colonize places as diverse as French Guiana and the Falkland Islands; these latter efforts were unsuccessful.	unsuccessful [20]	not_entailment	No
347	511	What do power station steam turbines use as a cold sink in the absence of CHP?		Where CHP is not used, steam turbines in power stations use surface condensers as a cold sink.	not [3]	entailment	No
348	4383	Constructing a project that fails to adhere to codes does not benefit whom?	not [10]	An attorney may seek changes or exemptions in the law that governs the land where the building will be built, either by arguing that a rule is inapplicable (the bridge design will not cause a collapse), or that the custom is no longer needed (acceptance of live-work spaces has grown in the community).	inapplicable [28] | not [34] | no [45]	not_entailment	No
349	3183	What combined with ricing prices to make it difficult or impossible for poor people to keep pace?	impossible [10]	A number of researchers (David Rodda, Jacob Vigdor, and Janna Matlack), argue that a shortage of affordable housing – at least in the US – is caused in part by income inequality.		not_entailment	No
350	2459	When was a study conducted of Swedish counties?		Studies of larger data sets have found no correlations for any fixed lead time, and a negative impact on the duration of growth.	no [7]	not_entailment	No
351	4989	What is a typical configuration		Because Frame relay is a data link layer protocol, like X.25 it does not define internal network routing operations.	not [14]	not_entailment	No
352	1656	What evidence between and among complexity classes would signify a theoretical watershed for complexity theory?		Proving that any of these classes are unequal would be a major breakthrough in complexity theory.	unequal [7]	entailment	No
353	2326	What is the process by which the adaptive immune system is evaded by the chainging of non-essential epitopes called?	non [16]	This is called antigenic variation.		entailment	No
354	4745	What are the only states where ABC doesn't have a licensed affiliate?	n't [8]	In some markets, including the former two mentioned, these stations also maintain digital simulcasts on a subchannel of a co-owned/co-managed full-power television station.		not_entailment	No
355	2136	What are some examples of undesirable end results of a project?	undesirable [5]	For this reason, those with experience in the field make detailed plans and maintain careful oversight during the project to ensure a positive outcome.		not_entailment	No
356	1654	In what decade were injectors widely used in steam engines?		Injectors became popular in the 1850s but are no longer widely used, except in applications such as steam locomotives.	no [8]	entailment	No
357	1809	Whose goals often still oppose the IPCC?		The lockstep situation of the IPCC is having built a broad science consensus while states and governments still follow different, if not opposing goals.	not [22]	entailment	No
358	3318	The Brotherhood's members are against consuming what beverage?		Rather than being more moderate than the PLO, the 1988 Hamas charter took a more uncompromising stand, calling for the destruction of Israel and the establishment of an Islamic state in Palestine.	uncompromising [16]	not_entailment	No
359	77	By what name was the Mongol army that finally conquered Bulgaria known?		The famous cavalry expedition led by Subutai and Jebe, in which they encircled the entire Caspian Sea defeating all armies in their path, remains unparalleled to this day, and word of the Mongol triumphs began to trickle to other nations, particularly Europe.	unparalleled [26]	not_entailment	No
360	2780	Which findings suggested that the region was densely populated?		For a long time, it was thought that the Amazon rainforest was only ever sparsely populated, as it was impossible to sustain a large population through agriculture given the poor soil.	impossible [21]	not_entailment	No
361	1722	Which two importers claimed that under a French competition law, they were prevented from selling Picon beer under wholesale price?		In Keck and Mithouard two importers claimed that their prosecution under a French competition law, which prevented them selling Picon beer under wholesale price, was unlawful.	unlawful [27]	entailment	No
362	1688	Who invited Washington to dine with him?		Saint-Pierre said, "As to the Summons you send me to retire, I do not think myself obliged to obey it.	not [18]	not_entailment	No
363	482	What must a project adhere to?		Constructing a project that fails to adhere to codes does not benefit the owner.	not [10]	not_entailment	No
364	5290	Where is Energiprojekt AB based?		Although the reciprocating steam engine is no longer in widespread commercial use, various companies are exploring or exploiting the potential of the engine as an alternative to internal combustion engines.	no [6]	not_entailment	No
365	4938	What two radio stations in Denver carried Super Bowl 50?		In accordance with contractual rules, the rest of the stations in the Broncos and Panthers radio networks will either carry the Westwood One feed or not carry the game at all.	not [26]	not_entailment	No
366	336	What is the complex "two-signal" activation of T cells referred to?		On the basis of CST, Burnet developed a theory of how an immune response is triggered according to the self/nonself distinction: "self" constituents (constituents of the body) do not trigger destructive immune responses, while "nonself" entities (pathogens, an allograft) trigger a destructive immune response.	not [36]	not_entailment	No
367	5289	What is the main judicial body of the EU?		Today the Court of Justice of the European Union (CJEU) is the main judicial body, within which there is a higher European Court of Justice (commonly abbreviated as ECJ) that deals with cases that contain more public importance, and a General Court that deals with issues of detail but without general importance.	without [55]	entailment	No
368	3779	What does private ownership create a situation of?		Socialists attribute the vast disparities in wealth to the private ownership of the means of production by a class of owners, creating a situation where a small portion of the population lives off unearned property income by virtue of ownership titles in capital equipment, financial assets and corporate stock.	unearned [34]	entailment	No
369	634	What was the result of the 2007 election?		With International Criminal Court trial dates in 2013 for both President Kenyatta and Deputy President William Ruto related to the 2007 election aftermath, US President Barack Obama chose not to visit the country during his mid-2013 African trip.	not [29]	entailment	No
370	110	How does cooling of the local environment affect the mnemiopsis?		The impact was increased by chronic overfishing, and by eutrophication that gave the entire ecosystem a short-term boost, causing the Mnemiopsis population to increase even faster than normal – and above all by the absence of efficient predators on these introduced ctenophores.	absence [38]	not_entailment	No
371	2226	What did Houghton say is necessary for any changes to the SPM?		Among his criticisms, Lindzen has stated that the WGI Summary for Policymakers (SPM) does not faithfully summarize the full WGI report.	not [17]	not_entailment	No
372	1153	Other than San Bernardino, which other developed southern Californian city is not in close proximity to the coast?	not [12]	Los Angeles (at 3.7 million people) and San Diego (at 1.3 million people), both in southern California, are the two largest cities in all of California (and two of the eight largest cities in the United States).		not_entailment	No
373	3864	How many touchdowns did Manning throw in the game?		Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns.	zero [14]	entailment	Yes
374	2962	How and when did the first variant of y. pestis enter Europe?		Zoom showed the Y. pestis genotype responsible for the pandemic that spread through the Low Countries from 1350 differed from that found in Britain and France, implying Bergen op Zoom (and possibly other parts of the southern Netherlands) was not directly infected from England or France in 1349 and suggesting a second wave of plague, different from those in Britain and France, may have been carried to the Low Countries from Norway, the Hanseatic cities or another site.	not [42]	not_entailment	No
375	940	What can people work towards if they aren't denied their functionings, capabilities and agency?	n't [8]	When a person’s capabilities are lowered, they are in some way deprived of earning as much income as they would otherwise.		not_entailment	No
376	1843	How many points did the Broncos score in the final three minutes of the Pittsburgh game?		Despite Manning's problems with interceptions during the season, he didn't throw any in their two playoff games.	n't [12]	not_entailment	No
377	1200	Where does the diatom endosymbiont store starch?		However the diatom endosymbiont can't store its own food—its starch is found in granules in the dinophyte host's cytoplasm instead.	n't [5]	entailment	No
378	3983	What were chao made out of?		One of the more notable applications of printing technology was the chao, the paper money of the Yuan.	notable [4]	not_entailment	No
379	1286	What additional srevice did BSkyB offer besides Video on Demand that they claimed offered "substantially more value"?		The failure to renew the existing carriage agreements negotiated with NTL and Telewest resulted in Virgin Media removing the basic channels from the network on 1 March 2007.	failure [1]	not_entailment	No
380	4715	What was the percentage of people that voted in favor of the Pico Act of 1859?		However, the secession crisis following the election of Abraham Lincoln in 1860 led to the proposal never coming to a vote.	never [17]	not_entailment	No
381	1356	What did Hamas win in the January 2006 legislative election?		Hamas has been praised by Muslims for driving Israel out of the Gaza Strip, but criticized for failure to achieve its demands in the 2008-9 and 2014 Gaza Wars despite heavy destruction and significant loss of life.	failure [18]	not_entailment	No
382	2069	Salafism posits that democracy is responsible for what type of horrible events of the 20th century?		While this effort has by no means converted all, or even most Muslims to the Wahhabist interpretation of Islam, it has done much to overwhelm more moderate local interpretations, and has set the Saudi-interpretation of Islam as the "gold standard" of religion in minds of some or many Muslims.	by no means [4, 5, 6]	not_entailment	No
383	1812	Who did Gegeen appoint as grand chancellor?		They placed Yesün Temür (or Taidingdi) on the throne, and, after an unsuccessful attempt to calm the princes, he also succumbed to regicide.	unsuccessful [16]	not_entailment	No
384	3629	What does phycoerytherin appear in?		Cryptophyte chloroplasts and some cyanobacteria don't have their phycobilin pigments organized into phycobilisomes, and keep them in their thylakoid space instead.	n't [6]	not_entailment	No
385	213	What subatomic particle did Tesla deny the existence of?		Tesla exhibited a pre-atomic understanding of physics in his writings; he disagreed with the theory of atoms being composed of smaller subatomic particles, stating there was no such thing as an electron creating an electric charge (he believed that if electrons existed at all, they were some fourth state of matter or "sub-atom" that could only exist in an experimental vacuum and that they had nothing to do with electricity).:249 Tesla believed that atoms are immutable—they could not change state or be split in any way.	no [30] | nothing [75] | immutable [85] | not [89]	entailment	No
386	252	Where did a bloody civil war break out?		These attacks resonated with conservative Muslims and the problem did not go away with Saddam's defeat either, since American troops remained stationed in the kingdom, and a de facto cooperation with the Palestinian-Israeli peace process developed.	not [10]	not_entailment	No
387	956	By what method did Maududi want to change the hearts and minds of individuals?		Maududi also believed that Muslim society could not be Islamic without Sharia, and Islam required the establishment of an Islamic state.	not [7]	not_entailment	No
388	4520	When did the Wahhabi seized the Grand Mosque in Mecca?		Another motive for the large scale purchase of arms from the US by Saudi Arabia was the failure of the Shah during January 1979 to maintain control of Iran, a non-Arabic but largely Shiite Muslim nation, which fell to a theocratic Islamist government under the Ayatollah Ruhollah Khomeini in the wake of the 1979 Iranian Revolution.	non [31]	not_entailment	No
389	2433	How is income inequality generally viewed by workers?		the workers wages will not be controlled by these organizations, or by the employer, but rather by the market.	not [4]	not_entailment	No
390	3093	What proclamation officially ended limited Huguenot autonomy?		Even before the Edict of Alès (1629), Protestant rule was dead and the ville de sûreté was no more.[citation needed]	no [20]	entailment	No
391	2322	What program did Red Cross put together in 2011?		Unfortunately, the country has not attained the level of investment and efficiency in agriculture that can guarantee food security and coupled with resulting poverty (53% of the population lives below the poverty line), a significant portion of the population regularly starves and is heavily dependent on food aid.	not [5]	not_entailment	No
392	729	When did Luther write  a German mass?		He did not intend it as a replacement for his 1523 adaptation of the Latin Mass but as an alternative for the "simple people", a "public stimulation for people to believe and become Christians.	not [2]	not_entailment	No
393	1586	What region does use the term 'private schools' to refer to universities?		In the United Kingdom and several other Commonwealth countries including Australia and Canada, the use of the term is generally restricted to primary and secondary educational levels; it is almost never used of universities and other tertiary institutions.	never [32]	not_entailment	No
394	2856	What is missing a theory on quantum gravity?		General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales.	unclear [23]	entailment	No
395	3081	Who masterminded many terror attacks?		Saudi Arabia attempted to compensate for its loss of prestige among these groups by repressing those domestic Islamists who attacked it (bin Laden being a prime example), and increasing aid to Islamic groups (Islamist madrassas around the world and even aiding some violent Islamist groups) that did not, but its pre-war influence on behalf of moderation was greatly reduced.	not [52]	not_entailment	No
396	2464	What are some of the accepted general principles of European Union law?		The principles of European Union law are rules of law which have been developed by the European Court of Justice that constitute unwritten rules which are not expressly provided for in the treaties but which affect how European Union law is interpreted and applies.	unwritten [22] | not [26]	not_entailment	No
397	1123	What is the ABC affiliate that serves Lima, Ohio?		Currently, New Jersey, Rhode Island and Delaware are the only U.S. states where ABC does not have a locally licensed affiliate (New Jersey is served by New York City O&O WABC-TV and Philadelphia O&O WPVI-TV; Rhode Island is served by New Bedford, Massachusetts-licensed WLNE; and Delaware is served by WPVI and Salisbury, Maryland affiliate WMDT).	not [17]	not_entailment	No
398	5200	What perk did religious leaders, teachers, and doctors get in the Mongol Empire?		The Mongol Empire practiced religious tolerance because Mongol tradition had long held that religion was a personal concept, and not subject to law or interference.[citation needed]	not [20]	not_entailment	No
399	1072	What does  mnemiopsis eat?		Ctenophores may be abundant during the summer months in some coastal locations, but in other places they are uncommon and difficult to find.	uncommon [19]	not_entailment	No
400	4663	Construction takes place on location for who?		Construction differs from manufacturing in that manufacturing typically involves mass production of similar items without a designated purchaser, while construction typically takes place on location for a known client.	without [14]	entailment	No
401	4158	Who slipped on the Levi's Stadium turf in week 6 of the 2015 NFL season?		Concerns were raised over whether Levi's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issues, and during a week 6 game earlier in the 2015 season, a portion of the turf collapsed under Baltimore Ravens kicker Justin Tucker, causing him to slip and miss a field goal, although the field has not had any major issues since.	not [81]	entailment	No
402	2101	What is the smalled work force sector?		22% of GDP still comes from the unreliable agricultural sector which employs 75% of the labour force (a consistent characteristic of under-developed economies that have not attained food security – an important catalyst of economic growth)	unreliable [8] | not [30]	not_entailment	No
403	3373	Name a larger car that Toyota came up with as buyers lamented the small sized compacts?		Some buyers lamented the small size of the first Japanese compacts, and both Toyota and Nissan (then known as Datsun) introduced larger cars such as the Toyota Corona Mark II, the Toyota Cressida, the Mazda 616 and Datsun 810, which added passenger space and amenities such as air conditioning, power steering, AM-FM radios, and even power windows and central locking without increasing the price of the vehicle.	without [71]	entailment	No
